"CAUSABAS","capitulo_cid10","causabas_categoria"
"V14"," XX - Causas externas de morbidade e de mortalidade","Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"V15"," XX - Causas externas de morbidade e de mortalidade","Ciclista traumatizado em colisão com um trem ou um veículo ferroviário"
"V16"," XX - Causas externas de morbidade e de mortalidade","Ciclista traumatizado em colisão com outro veículo não-motorizado"
"V17"," XX - Causas externas de morbidade e de mortalidade","Ciclista traumatizado em colisão com um objeto fixo ou parado"
"V18"," XX - Causas externas de morbidade e de mortalidade","Ciclista traumatizado em um acidente de transporte sem colisão"
"V19"," XX - Causas externas de morbidade e de mortalidade","Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"V20"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com um pedestre ou um animal"
"V21"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com um veículo a pedal"
"V22"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas"
"V23"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
"V24"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"V25"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com um trem ou um veículo ferroviário"
"V26"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com outro veículo não-motorizado"
"V27"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em colisão com um objeto fixo ou parado"
"V28"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em um acidente de transporte sem colisão"
"V29"," XX - Causas externas de morbidade e de mortalidade","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"V30"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal"
"V31"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal"
"V32"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas"
"V33"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
"V34"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"V35"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário"
"V36"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado"
"V37"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado"
"V38"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão"
"V39"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"V40"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal"
"V41"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal"
"V42"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo a motor de duas ou três rodas"
"V43"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
"V44"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"V45"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário"
"V46"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado"
"V47"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado"
"V48"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão"
"V49"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados"
"V50"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal"
"V51"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal"
"V52"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas"
"V53"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete"
"V54"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"V55"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário"
"V56"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado"
"V57"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado"
"V58"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão"
"V59"," XX - Causas externas de morbidade e de mortalidade","Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"V60"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal"
"V61"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal"
"V62"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas"
"V63"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel [carro] ou uma caminhonete"
"V64"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus"
"V65"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário"
"V66"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado"
"V67"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado"
"V68"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão"
"V69"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo de transporte pesado traumatizado em outros acidentes de transporte não especificados"
"V70"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal"
"V71"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com um veículo a pedal"
"V72"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas"
"V73"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete"
"V74"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"V75"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário"
"V76"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado"
"V77"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado"
"V78"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão"
"V79"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um ônibus traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"V80"," XX - Causas externas de morbidade e de mortalidade","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte"
"V81"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um trem [comboio] ou um veículo ferroviário traumatizado em um acidente de transporte"
"V82"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um bonde [carro elétrico] traumatizado em um acidente de transporte"
"V83"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte"
"V84"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de transporte"
"V85"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo a motor especial de construções traumatizado em um acidente de transporte"
"V86"," XX - Causas externas de morbidade e de mortalidade","Ocupante de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de transporte"
"V87"," XX - Causas externas de morbidade e de mortalidade","Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
"V88"," XX - Causas externas de morbidade e de mortalidade","Acidente não-de-trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
"V89"," XX - Causas externas de morbidade e de mortalidade","Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
"V90"," XX - Causas externas de morbidade e de mortalidade","Acidente com embarcação causando afogamento e submersão"
"V91"," XX - Causas externas de morbidade e de mortalidade","Acidente com embarcação causando outro tipo de traumatismo"
"V92"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação"
"V93"," XX - Causas externas de morbidade e de mortalidade","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão"
"V94"," XX - Causas externas de morbidade e de mortalidade","Outros acidentes de transporte por água e os não especificados"
"V95"," XX - Causas externas de morbidade e de mortalidade","Acidente de aeronave a motor causando traumatismo ao ocupante"
"V96"," XX - Causas externas de morbidade e de mortalidade","Acidente de uma aeronave sem motor causando traumatismo a ocupante"
"V97"," XX - Causas externas de morbidade e de mortalidade","Outros acidentes especificados de transporte aéreo"
"V98"," XX - Causas externas de morbidade e de mortalidade","Outros acidentes de transporte especificados"
"V99"," XX - Causas externas de morbidade e de mortalidade","Acidente de transporte não especificado"
"W00"," XX - Causas externas de morbidade e de mortalidade","Queda no mesmo nível envolvendo gelo e neve"
"W01"," XX - Causas externas de morbidade e de mortalidade","Queda no mesmo nível por escorregão, tropeção ou passos em falsos [traspés]"
"W02"," XX - Causas externas de morbidade e de mortalidade","Queda envolvendo patins de rodas ou para gelo, esqui ou pranchas de rodas"
"W03"," XX - Causas externas de morbidade e de mortalidade","Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa"
"W04"," XX - Causas externas de morbidade e de mortalidade","Queda, enquanto estava sendo carregado ou apoiado por outra(s) pessoa(s)"
"W05"," XX - Causas externas de morbidade e de mortalidade","Queda envolvendo uma cadeira de rodas"
"W06"," XX - Causas externas de morbidade e de mortalidade","Queda de um leito"
"W07"," XX - Causas externas de morbidade e de mortalidade","Queda de uma cadeira"
"W08"," XX - Causas externas de morbidade e de mortalidade","Queda de outro tipo de mobília"
"W09"," XX - Causas externas de morbidade e de mortalidade","Queda envolvendo equipamento de ""playground"""
"W10"," XX - Causas externas de morbidade e de mortalidade","Queda em ou de escadas ou degraus"
"W11"," XX - Causas externas de morbidade e de mortalidade","Queda em ou de escadas de mão"
"W12"," XX - Causas externas de morbidade e de mortalidade","Queda em ou de um andaime"
"W13"," XX - Causas externas de morbidade e de mortalidade","Queda de ou para fora de edifícios ou outras estruturas"
"W14"," XX - Causas externas de morbidade e de mortalidade","Queda de árvore"
"W15"," XX - Causas externas de morbidade e de mortalidade","Queda de penhasco"
"W16"," XX - Causas externas de morbidade e de mortalidade","Mergulho ou pulo na água causando outro traumatismo que não afogamento ou submersão"
"W17"," XX - Causas externas de morbidade e de mortalidade","Outras quedas de um nível a outro"
"W18"," XX - Causas externas de morbidade e de mortalidade","Outras quedas no mesmo nível"
"W19"," XX - Causas externas de morbidade e de mortalidade","Queda sem especificação"
"W20"," XX - Causas externas de morbidade e de mortalidade","Impacto causado por objeto lançado, projetado ou em queda"
"W21"," XX - Causas externas de morbidade e de mortalidade","Impacto acidental ativo ou passivo causado por equipamento esportivo"
"W22"," XX - Causas externas de morbidade e de mortalidade","Impacto acidental ativo ou passivo causado por outros objetos"
"W23"," XX - Causas externas de morbidade e de mortalidade","Apertado, colhido, comprimido ou esmagado dentro de ou entre objetos"
"W24"," XX - Causas externas de morbidade e de mortalidade","Contato com elevadores e instrumentos de transmissão, não classificados em outra parte"
"W25"," XX - Causas externas de morbidade e de mortalidade","Contato com vidro cortante"
"W26"," XX - Causas externas de morbidade e de mortalidade","Contato com faca, espada e punhal"
"W27"," XX - Causas externas de morbidade e de mortalidade","Contato com ferramentas manuais sem motor"
"W28"," XX - Causas externas de morbidade e de mortalidade","Contato com segadeira motorizada para cortar ou aparar a grama"
"W29"," XX - Causas externas de morbidade e de mortalidade","Contato com outros utensílios manuais e aparelhos domésticos equipados com motor"
"W30"," XX - Causas externas de morbidade e de mortalidade","Contato com maquinaria agrícola"
"W31"," XX - Causas externas de morbidade e de mortalidade","Contato com outras máquinas e com as não especificadas"
"W32"," XX - Causas externas de morbidade e de mortalidade","Projétil de revólver"
"W33"," XX - Causas externas de morbidade e de mortalidade","Rifle, espingarda e armas de fogo de maior tamanho"
"W34"," XX - Causas externas de morbidade e de mortalidade","Projéteis de outras armas de fogo e das não especificadas"
"W35"," XX - Causas externas de morbidade e de mortalidade","Explosão ou ruptura de caldeira"
"W36"," XX - Causas externas de morbidade e de mortalidade","Explosão ou ruptura de cilindro de gás"
"W37"," XX - Causas externas de morbidade e de mortalidade","Explosão ou ruptura de pneumático, tubulação ou mangueira, pressurizados"
"W38"," XX - Causas externas de morbidade e de mortalidade","Explosão ou ruptura de outros aparelhos pressurizados especificados"
"W39"," XX - Causas externas de morbidade e de mortalidade","Queima de fogos de artifício"
"W40"," XX - Causas externas de morbidade e de mortalidade","Explosão de outros materiais"
"W41"," XX - Causas externas de morbidade e de mortalidade","Exposição a um jato de alta pressão"
"W42"," XX - Causas externas de morbidade e de mortalidade","Exposição ao ruído"
"W43"," XX - Causas externas de morbidade e de mortalidade","Exposição à vibração"
"W44"," XX - Causas externas de morbidade e de mortalidade","Penetração de corpo estranho no ou através de olho ou orifício natural"
"W45"," XX - Causas externas de morbidade e de mortalidade","Penetração de corpo ou objeto estranho através da pele"
"W46"," XX - Causas externas de morbidade e de mortalidade","Contato com agulha hipodérmica"
"W49"," XX - Causas externas de morbidade e de mortalidade","Exposição a outras forças mecânicas inanimadas e às não especificadas"
"W50"," XX - Causas externas de morbidade e de mortalidade","Golpe, pancada, pontapé, mordedura ou escoriação infligidos por outra pessoa"
"W51"," XX - Causas externas de morbidade e de mortalidade","Colisão entre duas pessoas"
"W52"," XX - Causas externas de morbidade e de mortalidade","Esmagado, empurrado ou pisoteado por multidão ou debandada em massa de pessoas"
"W53"," XX - Causas externas de morbidade e de mortalidade","Mordedura de rato"
"W54"," XX - Causas externas de morbidade e de mortalidade","Mordedura ou golpe provocado por cão"
"W55"," XX - Causas externas de morbidade e de mortalidade","Mordedura ou golpe provocado por outros animais mamíferos"
"W56"," XX - Causas externas de morbidade e de mortalidade","Contato com animais marinhos"
"W57"," XX - Causas externas de morbidade e de mortalidade","Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos"
"W58"," XX - Causas externas de morbidade e de mortalidade","Mordedura ou golpe provocado por crocodilo ou aligátor"
"W59"," XX - Causas externas de morbidade e de mortalidade","Mordedura ou esmagamento provocado por outros répteis"
"W60"," XX - Causas externas de morbidade e de mortalidade","Contato com espinhos de plantas ou com folhas aguçadas"
"W64"," XX - Causas externas de morbidade e de mortalidade","Exposição a outras forças mecânicas animadas e às não especificadas"
"W65"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão durante banho em banheira"
"W66"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão consecutiva a queda dentro de uma banheira"
"W67"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão em piscina"
"W68"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão conseqüente a queda dentro de uma piscina"
"W69"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão em águas naturais"
"W70"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão conseqüentes a queda dentro de águas naturais"
"W73"," XX - Causas externas de morbidade e de mortalidade","Outros afogamentos e submersão especificados"
"W74"," XX - Causas externas de morbidade e de mortalidade","Afogamento e submersão não especificados"
"W75"," XX - Causas externas de morbidade e de mortalidade","Sufocação e estrangulamento acidental na cama"
"W76"," XX - Causas externas de morbidade e de mortalidade","Outro enforcamento e estrangulamento acidental"
"W77"," XX - Causas externas de morbidade e de mortalidade","Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias"
"W78"," XX - Causas externas de morbidade e de mortalidade","Inalação do conteúdo gástrico"
"W79"," XX - Causas externas de morbidade e de mortalidade","Inalação e ingestão de alimentos causando obstrução do trato respiratório"
"W80"," XX - Causas externas de morbidade e de mortalidade","Inalação e ingestão de outros objetos causando obstrução do trato respiratório"
"W81"," XX - Causas externas de morbidade e de mortalidade","Confinado ou aprisionado em um ambiente pobre em oxigênio"
"W83"," XX - Causas externas de morbidade e de mortalidade","Outros riscos especificados à respiração"
"W84"," XX - Causas externas de morbidade e de mortalidade","Riscos não especificados à respiração"
"W85"," XX - Causas externas de morbidade e de mortalidade","Exposição a linhas de transmissão de corrente elétrica"
"W86"," XX - Causas externas de morbidade e de mortalidade","Exposição a outra corrente elétrica especificada"
"W87"," XX - Causas externas de morbidade e de mortalidade","Exposição a corrente elétrica não especificada"
"W88"," XX - Causas externas de morbidade e de mortalidade","Exposição a radiação ionizante"
"W89"," XX - Causas externas de morbidade e de mortalidade","Exposição a fontes luminosas artificiais visíveis ou à luz ultravioleta"
"W90"," XX - Causas externas de morbidade e de mortalidade","Exposição a outros tipos de radiação não-ionizante"
"W91"," XX - Causas externas de morbidade e de mortalidade","Exposição a tipo não especificado de radiação"
"W92"," XX - Causas externas de morbidade e de mortalidade","Exposição a um calor excessivo de origem artificial"
"W93"," XX - Causas externas de morbidade e de mortalidade","Exposição a um frio excessivo de origem artificial"
"W94"," XX - Causas externas de morbidade e de mortalidade","Exposição a alta, baixa e a variações da pressão atmosférica"
"W99"," XX - Causas externas de morbidade e de mortalidade","Exposição a outros fatores ambientais artificiais e aos não especificados"
"X00"," XX - Causas externas de morbidade e de mortalidade","Exposição a fogo não-controlado em um edifício ou outro tipo de construção"
"X01"," XX - Causas externas de morbidade e de mortalidade","Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção"
"X02"," XX - Causas externas de morbidade e de mortalidade","Exposição a fogo controlado em um edifício ou outro tipo de construção"
"X03"," XX - Causas externas de morbidade e de mortalidade","Exposição a fogo controlado fora de um edifício ou de outro tipo de construção"
"X04"," XX - Causas externas de morbidade e de mortalidade","Exposição a combustão de substância muito inflamável"
"X05"," XX - Causas externas de morbidade e de mortalidade","Exposição a combustão de roupa de dormir"
"X06"," XX - Causas externas de morbidade e de mortalidade","Exposição a combustão de outro tipo de roupa ou de acessórios"
"X08"," XX - Causas externas de morbidade e de mortalidade","Exposição a outro tipo especificado de fumaça, fogo ou chamas"
"X09"," XX - Causas externas de morbidade e de mortalidade","Exposição a tipo não especificado de fumaça, fogo ou chamas"
"X10"," XX - Causas externas de morbidade e de mortalidade","Contato com bebidas, alimentos, gordura e óleo de cozinha quentes"
"X11"," XX - Causas externas de morbidade e de mortalidade","Contato com água corrente quente de torneira"
"X12"," XX - Causas externas de morbidade e de mortalidade","Contato com outros líquidos quentes"
"X13"," XX - Causas externas de morbidade e de mortalidade","Contato com vapor d'água e com vapores quentes"
"X14"," XX - Causas externas de morbidade e de mortalidade","Contato com ar e gases quentes"
"X15"," XX - Causas externas de morbidade e de mortalidade","Contato com aparelhos domésticos quentes"
"X16"," XX - Causas externas de morbidade e de mortalidade","Contato com aquecedores, radiadores e tubulação"
"X17"," XX - Causas externas de morbidade e de mortalidade","Contato com motores, máquinas e ferramentas quentes"
"X18"," XX - Causas externas de morbidade e de mortalidade","Contato com outros metais quentes"
"X19"," XX - Causas externas de morbidade e de mortalidade","Contato com outras fontes de calor ou com substâncias quentes não especificados"
"X20"," XX - Causas externas de morbidade e de mortalidade","Contato com serpentes e lagartos venenosos"
"X21"," XX - Causas externas de morbidade e de mortalidade","Contato com aranhas venenosas"
"X22"," XX - Causas externas de morbidade e de mortalidade","Contato com escorpiões"
"X23"," XX - Causas externas de morbidade e de mortalidade","Contato com abelhas, vespas e vespões"
"X24"," XX - Causas externas de morbidade e de mortalidade","Contato com centopéias e miriápodes venenosas (tropicais)"
"X25"," XX - Causas externas de morbidade e de mortalidade","Contato com outros artrópodes venenosos"
"X26"," XX - Causas externas de morbidade e de mortalidade","Contato com animais e plantas marinhos venenosos"
"X27"," XX - Causas externas de morbidade e de mortalidade","Contato com outros animais venenosos especificados"
"X28"," XX - Causas externas de morbidade e de mortalidade","Contato com outras plantas venenosas especificadas"
"X29"," XX - Causas externas de morbidade e de mortalidade","Contato com animais ou plantas venenosos, sem especificação"
"X30"," XX - Causas externas de morbidade e de mortalidade","Exposição a calor natural excessivo"
"X31"," XX - Causas externas de morbidade e de mortalidade","Exposição a frio natural excessivo"
"X32"," XX - Causas externas de morbidade e de mortalidade","Exposição à luz solar"
"X33"," XX - Causas externas de morbidade e de mortalidade","Vítima de raio"
"X34"," XX - Causas externas de morbidade e de mortalidade","Vítima de terremoto"
"X35"," XX - Causas externas de morbidade e de mortalidade","Vítima de erupção vulcânica"
"X36"," XX - Causas externas de morbidade e de mortalidade","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre"
"X37"," XX - Causas externas de morbidade e de mortalidade","Vítima de tempestade cataclísmica"
"X38"," XX - Causas externas de morbidade e de mortalidade","Vítima de inundação"
"X39"," XX - Causas externas de morbidade e de mortalidade","Exposição a outras forças da natureza e às não especificadas"
"X40"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
"X41"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte"
"X42"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte"
"X43"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo"
"X44"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas"
"X45"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição ao álcool"
"X46"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores"
"X47"," XX - Causas externas de morbidade e de mortalidade","Intoxicação acidental por e exposição a outros gases e vapores"
"X48"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a pesticidas"
"X49"," XX - Causas externas de morbidade e de mortalidade","Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas"
"X50"," XX - Causas externas de morbidade e de mortalidade","Excesso de exercícios e movimentos vigorosos ou repetitivos"
"X51"," XX - Causas externas de morbidade e de mortalidade","Viagem e movimento"
"X52"," XX - Causas externas de morbidade e de mortalidade","Estadia prolongada em ambiente agravitacional"
"X53"," XX - Causas externas de morbidade e de mortalidade","Falta de alimento"
"X54"," XX - Causas externas de morbidade e de mortalidade","Falta de água"
"X57"," XX - Causas externas de morbidade e de mortalidade","Privação não especificada"
"X58"," XX - Causas externas de morbidade e de mortalidade","Exposição a outros fatores especificados"
"X59"," XX - Causas externas de morbidade e de mortalidade","Exposição a fatores não especificados"
"X60"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos"
"X61"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte"
"X62"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte"
"X63"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo"
"X64"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas"
"X65"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação voluntária por álcool"
"X66"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores"
"X67"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação intencional por outros gases e vapores"
"X68"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação por e exposição, intencional, a pesticidas"
"X69"," XX - Causas externas de morbidade e de mortalidade","Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas"
"X70"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
"X71"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por afogamento e submersão"
"X72"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão"
"X73"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre"
"X74"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada"
"X75"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por dispositivos explosivos"
"X76"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas"
"X77"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes"
"X78"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por objeto cortante ou penetrante"
"X79"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por objeto contundente"
"X80"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por precipitação de um lugar elevado"
"X81"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento"
"X82"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por impacto de um veículo a motor"
"X83"," XX - Causas externas de morbidade e de mortalidade","Lesão autoprovocada intencionalmente por outros meios especificados"
